FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,LEAN
0,681,0,0,0,0,0,8,3
0,685,0,0,0,0,0,9,3
686,683,0,0,0,0,0,9,3
699,682,0,0,0,0,0,7,3
0,683,0,0,0,0,0,9,3
691,686,0,0,0,0,0,9,3
688,685,0,0,0,0,0,8,3
691,686,0,0,0,0,2,9,3
690,686,0,0,0,0,0,8,3
686,686,0,0,0,0,0,10,3
675,686,0,0,0,0,0,8,3
673,685,0,0,0,0,0,6,3
685,685,0,0,0,0,0,8,3
686,684,0,0,0,0,0,9,3
676,681,0,0,0,0,0,9,3
670,683,0,0,0,0,0,9,3
682,682,0,0,0,0,0,9,3
697,685,0,0,0,0,0,8,3
1,733,0,0,0,0,0,0,3
1,338,220,144,0,0,0,0,4
520,390,136,96,0,0,0,0,4
543,404,154,106,0,0,0,0,4
530,376,148,104,0,0,0,0,4
543,355,160,126,0,8,0,0,4
545,402,181,139,0,3,0,0,4
564,408,160,96,0,0,0,0,4
559,409,158,100,0,0,0,0,4
567,393,171,87,0,0,1,0,4
558,391,167,100,0,0,0,0,4
414,400,176,108,0,0,0,0,4
571,417,168,116,0,0,0,0,4
577,421,179,119,0,0,0,0,4
581,420,182,121,0,0,0,0,4
559,423,184,123,0,0,0,0,4
582,423,183,124,0,0,0,0,4
582,413,187,118,0,0,0,0,4
539,406,166,103,0,0,0,0,4
574,415,169,110,0,0,0,0,4
539,406,169,106,0,0,0,0,4
595,407,174,111,0,0,0,0,4
574,310,172,76,0,0,0,0,4
587,336,180,89,0,0,0,0,4
491,382,180,109,0,0,0,0,4
603,395,183,115,0,1,0,0,4
564,262,164,64,0,0,0,0,4
582,290,181,71,0,0,0,0,4
607,344,185,98,0,7,0,0,4
611,368,197,104,0,6,0,0,4
520,383,197,104,0,7,0,0,4
616,388,199,109,0,8,0,0,4
610,394,202,110,0,7,0,0,4
620,397,205,112,0,7,0,0,4
623,400,205,100,0,8,0,0,4
625,403,203,106,0,8,0,0,4
625,406,204,107,0,8,0,0,4
625,407,208,107,0,8,0,0,4
628,401,207,94,0,7,0,0,4
628,405,202,94,0,7,0,0,4
627,407,205,93,0,8,0,0,4
629,409,208,100,0,9,0,0,4
628,411,211,103,0,9,0,0,4
625,407,212,101,0,9,0,0,4
616,412,214,106,0,9,0,0,4
632,415,214,106,0,9,0,0,4
634,416,207,104,0,8,0,0,4
628,420,215,106,0,7,0,0,4
631,417,214,107,0,12,0,0,4
631,420,213,109,0,11,0,0,4
594,413,208,104,0,12,0,1,4
634,417,212,110,0,11,2,0,4
634,421,209,111,0,12,0,0,4
632,423,206,106,0,12,0,1,4
635,427,211,109,0,12,1,0,4
635,428,213,110,0,12,0,0,4
633,425,214,112,0,12,0,0,4
636,428,212,112,0,12,0,0,4
636,425,205,109,0,11,0,0,4
638,427,205,103,0,11,0,0,4
638,423,204,100,0,12,0,0,4
636,408,203,94,0,11,0,0,4
635,422,190,89,0,11,0,0,4
635,426,184,88,0,12,0,0,4
635,423,195,90,0,11,0,0,4
637,425,198,94,0,11,0,0,4
636,427,200,98,0,12,0,0,4
638,424,198,96,0,13,0,0,4
639,427,191,98,0,13,0,0,4
633,397,191,103,0,21,0,0,4
626,383,181,80,0,10,0,0,4
633,397,183,90,0,10,0,0,4
635,403,181,94,0,10,0,0,4
636,399,181,91,0,11,0,0,4
634,411,184,90,0,13,0,0,4
635,411,186,86,0,13,0,0,4
635,413,191,89,0,13,0,0,4
636,418,191,92,0,13,1,1,4
636,418,195,93,0,13,0,0,4
637,422,192,94,0,14,0,0,4
638,421,196,95,0,13,0,0,4
639,422,196,96,0,12,0,0,4
638,422,197,95,0,13,0,0,4
640,418,197,93,0,13,0,0,4
641,426,197,95,0,19,0,0,4
643,426,192,92,0,18,0,0,4
645,426,196,93,0,13,0,0,4
643,429,191,93,0,17,0,0,4
642,423,193,92,0,12,0,0,4
645,417,194,89,0,11,2,0,4
643,424,193,89,0,13,0,0,4
644,426,195,92,0,13,0,0,4
645,426,198,93,0,12,0,0,4
646,428,196,94,0,13,0,0,4
648,432,197,97,0,12,0,0,4
647,432,197,99,0,13,0,0,4
644,431,160,91,0,13,0,0,4
644,434,165,93,0,13,0,0,4
644,437,172,96,0,17,0,0,4
643,438,173,99,0,13,0,0,4
644,429,172,96,0,12,0,0,4
640,412,180,88,0,10,0,1,4
641,415,187,87,0,10,0,0,4
644,426,185,94,0,10,0,0,4
640,431,176,96,0,13,0,0,4
636,433,177,99,0,13,0,0,4
639,434,182,102,0,17,0,0,4
643,430,183,97,0,19,0,0,4
634,424,159,90,0,18,0,0,4
635,417,161,85,0,11,1,0,4
636,413,168,83,0,11,0,1,4
638,414,169,83,0,12,0,0,4
641,410,176,85,0,12,0,0,4
640,412,182,84,0,12,0,0,4
640,418,179,86,0,12,0,0,4
642,418,185,88,0,12,0,0,4
642,420,185,90,0,12,1,0,4
646,419,186,89,0,13,0,0,4
647,419,190,89,0,12,1,0,4
647,424,187,89,0,13,0,0,4
647,426,188,89,0,12,0,0,4
647,427,192,90,0,13,0,0,4
646,426,192,90,0,12,0,0,4
647,425,193,89,0,12,0,0,4
647,425,192,90,0,12,0,0,4
647,427,193,90,0,13,0,0,4
649,426,192,81,0,16,0,0,4
648,428,192,84,0,19,0,0,4
649,427,190,87,0,16,0,0,4
649,428,191,87,0,18,0,0,4
648,430,193,88,0,19,0,0,4
648,431,193,88,0,16,0,0,4
648,431,194,88,0,17,0,0,4
648,431,194,88,0,19,0,0,4
649,432,194,88,0,17,0,0,4
649,432,194,91,0,18,0,0,4
649,433,195,90,0,15,0,0,4
650,429,187,85,0,12,0,0,4
644,431,191,83,0,15,2,0,4
643,432,193,81,0,18,0,0,4
642,431,197,84,0,15,0,0,4
642,430,196,84,0,11,0,0,4
641,431,198,87,0,12,0,0,4
639,431,197,87,0,12,0,0,4
635,431,197,87,0,12,0,0,4
638,422,186,81,0,11,0,0,4
637,423,188,83,0,14,0,0,4
625,407,193,80,0,11,0,0,4
651,410,179,77,0,5,0,0,4
640,385,181,72,0,12,0,0,4
643,411,182,81,0,11,1,0,4
645,413,180,84,0,13,0,0,4
641,413,178,80,0,11,0,0,4
642,408,178,83,0,10,0,0,4
643,411,177,84,0,11,0,0,4
644,412,180,82,0,10,0,0,4
644,413,177,84,0,11,0,1,4
645,417,177,85,0,11,0,0,4
646,416,179,82,0,11,2,1,4
646,420,180,83,0,9,1,0,4
646,421,173,84,0,10,0,0,4
646,422,175,84,0,10,0,0,4
647,421,177,83,0,10,1,0,4
648,419,183,75,0,4,0,0,4
649,418,180,80,0,9,0,0,4
648,422,180,82,0,9,0,0,4
651,422,182,80,0,9,1,0,4
652,430,182,83,0,11,0,0,4
651,426,186,85,0,10,0,0,4
654,420,182,72,0,9,0,0,4
653,428,179,87,0,12,0,0,4
654,431,181,90,0,11,0,0,4
655,428,184,90,0,12,0,0,4
656,419,183,87,0,11,0,0,4
656,421,188,86,0,10,0,0,4
653,418,179,86,0,10,0,0,4
654,425,184,88,0,10,0,0,4
653,422,164,91,0,11,0,0,4
654,427,172,92,0,9,1,0,4
655,428,174,92,0,11,0,0,4
654,429,172,92,0,11,0,0,4
656,430,174,93,0,10,0,0,4
655,431,172,93,0,11,0,0,4
655,430,175,93,0,10,0,0,4
655,431,176,93,0,11,0,0,4
655,431,175,93,0,11,0,0,4
655,422,178,82,0,9,0,0,4
655,418,180,88,0,10,0,0,4
656,423,182,89,0,9,0,0,4
656,426,182,91,0,9,0,0,4
659,428,182,93,0,10,0,0,4
661,426,177,90,0,9,0,0,4
662,422,177,83,0,10,0,0,4
659,422,179,88,0,10,0,0,4
662,427,178,89,0,11,0,0,4
663,428,179,78,0,11,0,0,4
654,425,165,79,0,9,0,0,4
660,422,172,74,0,0,0,0,4
663,431,177,83,0,10,0,0,4
664,431,184,83,0,10,0,0,4
664,430,180,85,0,10,0,0,4
665,431,189,87,0,10,0,0,4
664,433,191,89,0,10,0,0,4
653,435,180,87,0,10,0,0,4
652,430,167,91,0,10,0,0,4
654,428,176,92,0,10,0,1,4
654,429,178,92,0,10,2,0,4
655,431,180,93,0,10,0,0,4
655,431,179,93,0,9,0,0,4
657,431,173,94,0,9,0,0,4
656,432,170,94,0,9,0,0,4
657,430,172,94,0,9,0,0,4
659,424,154,81,0,0,1,0,4
656,428,149,88,0,6,0,0,4
656,426,156,92,0,10,0,0,4
654,374,153,61,0,0,0,0,4
658,390,160,71,0,0,0,0,4
662,417,168,85,0,8,0,0,4
662,421,167,87,0,9,0,0,4
663,424,170,89,0,10,0,0,4
664,427,174,90,0,10,0,0,4
664,428,175,92,0,9,0,0,4
665,430,176,91,0,10,0,0,4
665,431,178,92,0,9,0,0,4
666,431,178,93,0,10,0,0,4
667,433,179,95,0,10,0,0,4
666,433,179,95,0,10,0,0,4
666,435,180,96,0,10,0,0,4
666,433,178,96,0,9,0,0,4
667,434,179,97,0,10,0,0,4
668,439,183,95,0,11,0,0,4
668,436,179,90,0,9,1,0,4
669,438,179,94,0,9,0,0,4
669,439,177,96,0,10,0,0,4
668,439,174,96,0,10,0,0,4
668,441,175,98,0,10,0,0,4
668,440,178,97,0,10,0,0,4
668,441,179,98,0,10,0,0,4
669,441,180,98,0,10,0,0,4
670,442,181,100,0,10,0,0,4
669,444,182,101,0,11,0,0,4
671,442,181,100,0,11,0,0,4
670,443,181,101,0,10,0,0,4
669,444,183,101,0,10,0,0,4
670,444,183,100,0,11,0,0,4
670,444,178,102,0,11,0,0,4
671,445,181,102,0,11,0,0,4
672,444,178,96,0,9,0,0,4
670,442,171,98,0,11,0,0,4
671,444,171,100,0,11,0,0,4
671,446,175,100,0,11,0,0,4
672,446,174,101,0,12,0,0,4
548,506,57,91,0,0,0,0,0
554,511,56,94,0,0,0,0,0
557,516,57,92,0,0,0,0,0
563,516,50,85,0,0,0,1,0
564,519,56,98,0,0,0,0,0
556,522,57,99,0,0,0,0,0
563,525,57,104,0,0,0,0,0
566,525,58,105,0,0,0,0,0
568,525,57,107,0,0,1,0,0
576,531,53,92,0,0,0,0,0
17,222,0,0,0,0,0,0,0
493,407,345,322,0,1,0,0,0
518,438,243,234,8,0,1,0,0
514,427,237,207,8,0,0,0,0
490,424,200,194,6,0,0,0,0
498,432,199,197,8,0,0,0,0
503,436,196,198,9,0,0,0,0
508,439,209,200,8,0,1,0,0
539,538,156,117,0,0,7,0,0
534,545,166,134,0,0,1,0,0
531,544,176,143,0,0,0,0,0
532,555,168,146,0,0,2,0,0
530,558,174,151,0,0,0,0,0
523,553,179,159,0,0,2,0,0
529,556,185,161,0,0,0,0,0
513,555,188,165,0,0,0,0,0
518,551,190,166,0,0,0,0,0
534,560,153,141,0,0,0,0,0
539,560,168,151,0,0,0,0,0
609,444,101,164,0,0,1,0,0
620,535,115,91,0,0,0,0,0
613,558,127,101,0,0,0,0,0
496,461,174,145,0,0,0,0,0
525,474,280,310,0,0,0,0,0
482,477,255,149,159,0,0,0,0
507,496,186,131,0,10,0,0,0
581,512,182,215,9,0,0,7,0
556,496,212,206,5,0,0,2,0
567,503,223,204,5,0,0,6,0
560,484,210,194,59,0,0,0,0
566,497,222,203,37,0,0,2,0
562,497,217,201,57,0,0,0,0
564,501,222,202,57,0,0,0,0
568,506,223,208,57,0,0,0,0
571,508,221,204,58,0,0,0,0
573,511,216,203,55,0,0,0,0
576,518,217,208,17,0,0,0,0
584,513,202,200,54,0,0,5,0
599,500,250,190,64,0,0,5,0
595,545,215,207,11,0,3,5,0
555,495,199,185,46,0,0,3,0
571,508,196,186,10,0,5,6,0
576,514,204,195,21,0,6,8,0
566,499,208,197,62,0,0,5,0
572,503,215,202,65,0,2,5,0
575,507,218,205,61,0,0,6,0
577,509,219,206,68,0,0,6,0
578,511,223,208,70,0,1,6,0
580,512,224,210,69,0,0,5,0
583,513,225,211,70,0,0,4,0
583,513,225,212,71,0,0,2,0
583,509,226,214,76,0,1,3,0
582,512,227,216,77,0,0,4,0
584,513,227,219,78,0,0,3,0
585,513,227,219,81,0,1,1,0
585,513,225,218,82,0,1,4,0
588,515,225,220,81,0,0,3,0
588,515,228,222,78,0,0,2,0
587,515,228,221,80,0,4,4,0
589,517,227,222,80,0,4,4,0
589,517,227,222,81,0,0,2,0
588,517,226,221,80,0,0,3,0
586,516,220,221,81,0,3,4,0
586,515,224,223,81,0,5,4,0
587,517,226,223,81,0,5,3,0
587,517,222,225,81,0,0,4,0
587,517,224,226,81,0,3,3,0
584,512,223,224,81,0,1,0,0
587,515,225,225,81,0,0,3,0
587,516,229,226,82,0,3,3,0
587,517,229,228,80,0,1,0,0
588,518,230,227,81,0,6,2,0
588,519,229,228,80,0,0,3,0
590,520,229,228,81,0,0,3,0
580,484,225,211,79,1,0,0,0
585,502,223,225,80,4,0,1,0
589,510,227,227,75,2,1,5,0
588,513,228,225,77,0,0,7,0
587,514,229,227,78,2,0,7,0
587,515,229,227,79,3,0,5,0
586,514,227,228,78,3,0,5,0
586,514,227,229,79,4,0,2,0
587,515,225,228,82,3,0,2,0
573,514,218,220,79,0,0,3,0
567,618,209,193,14,0,0,6,0
570,641,199,205,0,0,3,6,0
574,643,210,211,0,0,0,7,0
575,644,213,207,0,0,0,6,0
576,644,216,209,0,0,0,6,0
578,643,219,211,0,0,0,7,0
579,645,221,216,2,0,5,8,0
580,646,220,213,2,0,0,6,0
572,630,209,192,2,0,0,7,0
565,494,205,203,14,0,0,5,0
568,503,214,197,20,3,0,7,0
572,509,216,207,25,4,0,4,0
573,515,215,212,27,4,0,4,0
576,518,216,214,29,4,0,2,0
576,520,219,215,25,2,0,0,0
578,523,219,216,28,5,0,3,0
577,524,211,217,29,1,0,0,0
573,520,217,219,23,0,0,0,0
572,520,216,221,32,2,0,0,0
574,523,220,222,30,3,0,4,0
576,525,223,223,29,4,0,5,0
576,525,223,224,28,4,0,5,0
577,526,225,224,31,4,0,6,0
581,494,206,208,39,0,0,0,0
582,513,215,217,41,1,0,0,0
579,512,218,220,44,5,0,0,0
580,512,224,222,45,5,0,0,0
582,515,226,223,43,4,0,0,0
568,514,226,224,46,3,0,0,0
563,518,228,225,27,0,0,5,0
576,527,229,227,4,0,1,8,0
579,528,230,228,8,0,3,6,0
580,528,225,231,13,0,0,6,0
582,529,230,233,18,0,0,6,0
582,530,225,231,13,0,2,6,0
584,532,227,233,17,0,1,6,0
584,531,232,234,18,0,2,7,0
584,532,234,235,25,0,1,6,0
585,532,235,236,27,0,3,6,0
586,531,236,236,27,0,4,6,0
586,530,235,236,29,0,0,6,0
584,528,233,231,28,0,0,5,0
585,532,236,238,24,0,0,5,0
582,531,236,236,22,0,0,6,0
586,535,238,235,24,0,0,6,0
586,534,239,237,25,0,1,7,0
586,533,230,235,22,0,1,6,0
588,535,235,237,26,0,1,6,0
553,600,178,185,10,4,7,7,0
570,566,198,204,23,6,8,7,0
573,521,214,209,14,5,7,0,0
569,523,216,213,26,6,5,5,0
576,527,221,219,32,8,3,0,0
575,525,222,220,35,8,0,0,0
571,526,226,220,36,8,0,0,0
573,526,227,219,37,9,0,0,0
574,524,224,221,37,8,0,0,0
576,525,228,222,38,9,0,0,0
577,527,228,222,39,8,0,0,0
577,528,226,223,38,8,0,0,0
578,529,227,224,40,8,0,0,0
578,530,225,223,41,8,0,0,0
579,531,226,225,41,7,0,0,0
580,532,227,225,40,8,0,0,0
580,532,217,218,36,8,5,0,0
581,532,220,221,38,4,0,0,0
581,532,226,221,39,7,0,2,0
582,532,227,223,40,6,0,0,0
575,533,224,224,40,7,2,6,0
582,534,229,225,40,4,0,2,0
583,534,229,225,40,5,0,1,0
583,533,230,225,40,7,0,1,0
583,531,226,226,38,6,0,0,0
583,528,223,225,40,4,2,0,0
584,528,224,227,41,5,0,0,0
584,530,225,226,41,7,0,0,0
582,526,214,226,43,6,0,1,0
584,528,219,226,43,6,0,0,0
584,527,222,222,44,6,0,0,0
582,527,223,227,43,6,0,5,0
583,526,224,226,43,6,0,5,0
582,527,227,227,41,4,0,2,0
584,528,230,228,42,6,0,0,0
582,519,220,210,39,9,0,0,0
582,516,217,218,45,6,0,0,0
584,518,220,222,45,6,0,0,0
584,518,212,220,47,5,2,0,0
585,522,215,209,41,6,0,5,0
584,523,217,212,44,8,0,5,0
585,523,220,216,48,7,0,0,0
585,525,222,218,46,7,0,1,0
585,523,219,217,50,6,0,1,0
586,523,220,219,40,7,0,1,0
552,519,187,204,21,0,7,6,0
567,507,216,181,43,7,1,5,0
576,509,222,193,58,8,1,0,0
577,512,225,199,45,6,1,3,0
579,515,228,204,53,6,1,0,0
580,517,230,206,56,7,1,0,0
580,518,224,196,57,6,0,0,0
580,518,226,197,57,6,1,0,0
581,519,231,201,56,6,1,0,0
579,519,229,205,47,6,1,0,0
576,519,229,206,49,5,2,0,0
579,519,231,208,58,6,1,0,0
581,521,231,209,60,5,0,0,0
580,521,232,210,61,6,0,0,0
581,521,233,211,61,7,0,0,0
582,523,232,212,58,5,0,0,0
582,523,233,213,59,5,0,0,0
583,524,235,214,61,7,0,0,0
581,523,232,213,60,6,0,0,0
583,524,219,209,62,5,2,1,0
582,523,217,211,63,6,0,0,0
584,524,222,213,62,6,1,0,0
584,525,223,213,61,7,2,0,0
585,525,225,211,59,8,0,0,0
586,525,221,213,63,7,3,2,0
587,526,223,213,63,5,0,0,0
585,525,213,208,62,7,0,0,0
585,526,208,204,62,6,0,0,0
585,526,209,202,63,6,0,0,0
586,527,209,203,64,6,0,0,0
587,527,208,201,64,5,0,0,0
587,528,212,203,64,5,0,0,0
588,528,213,205,64,6,0,0,0
587,528,214,204,63,4,0,1,0
587,516,194,185,69,10,0,0,0
589,526,218,184,34,5,3,0,0
592,533,227,192,26,4,3,0,0
593,564,219,195,37,2,4,3,0
557,512,211,197,79,9,0,0,0
565,521,210,198,67,9,1,0,0
570,525,217,201,69,8,1,0,0
572,527,221,205,70,9,0,0,0
573,530,223,206,73,9,0,0,0
575,531,228,206,73,9,0,0,0
577,532,227,207,76,10,0,0,0
578,533,229,209,76,9,0,0,0
579,534,230,209,74,9,0,0,0
579,535,229,207,76,8,0,0,0
580,536,231,208,77,9,1,0,0
581,536,233,210,77,9,0,0,0
582,537,234,211,78,9,0,0,0
585,530,234,206,79,8,0,0,0
584,532,235,211,81,9,1,0,0
584,533,237,211,82,9,0,0,0
585,535,238,214,82,9,0,0,0
585,535,238,214,83,9,0,0,0
585,535,238,215,82,9,0,0,0
586,536,240,215,82,9,0,0,0
586,536,241,216,82,10,0,0,0
587,537,242,217,84,9,0,1,0
587,538,242,217,81,9,0,1,0
587,538,243,217,83,8,0,0,0
587,537,243,218,83,9,0,0,0
588,537,244,218,83,11,1,0,0
588,538,244,219,85,9,0,0,0
588,537,244,219,86,8,0,0,0
588,539,243,219,87,9,0,0,0
587,538,243,219,87,10,0,0,0
585,537,241,217,85,8,0,0,0
587,538,243,219,87,9,0,0,0
589,539,244,220,87,10,0,0,0
590,538,244,217,71,8,0,3,0
527,534,236,216,95,8,1,0,0
558,529,228,212,61,7,4,0,0
563,530,234,215,65,7,0,0,0
567,532,237,218,69,6,0,0,0
569,533,240,220,71,8,0,0,0
570,533,239,220,72,8,2,0,0
570,535,240,220,72,8,0,0,0
572,535,241,222,74,8,4,0,0
573,536,241,224,77,8,1,0,0
574,536,241,223,78,6,2,0,0
574,536,242,223,82,8,0,0,0
574,535,243,224,82,8,0,0,0
575,537,243,225,85,9,0,0,0
571,533,242,216,99,8,0,0,0
573,533,245,217,100,9,0,0,0
574,535,245,219,100,9,0,1,0
593,545,207,184,87,6,6,0,0
502,500,200,204,33,0,5,0,0
483,498,149,152,0,4,4,0,0
491,494,194,209,26,0,4,0,0
502,492,205,216,14,0,0,0,0
513,499,211,224,10,0,6,2,0
520,506,215,228,11,0,4,0,0
525,508,217,227,12,0,0,0,0
528,510,220,232,13,0,0,0,0
530,512,223,233,14,0,0,0,0
523,505,218,226,18,0,0,0,0
524,507,221,219,21,0,0,0,0
527,508,225,225,23,0,0,0,0
528,509,227,228,21,0,0,0,0
529,509,229,228,21,0,0,1,0
530,511,230,230,21,0,0,0,0
545,520,231,230,14,0,0,0,0
556,519,253,237,3,0,0,0,0
566,516,256,234,0,0,0,0,0
571,526,259,239,0,0,0,0,0
576,521,260,217,0,0,0,0,0
555,529,253,236,0,0,1,0,0
528,516,238,197,27,0,1,0,0
542,520,245,207,14,0,0,0,0
542,520,247,213,18,0,0,0,0
541,520,250,214,20,0,1,0,0
544,521,253,218,22,0,0,0,0
547,522,255,218,18,0,0,0,0
546,522,255,219,22,0,0,0,0
548,521,257,222,20,0,0,0,0
548,522,258,224,22,0,0,0,0
548,522,257,225,16,0,0,0,0
549,523,260,226,21,0,0,0,0
550,523,261,225,21,0,0,0,0
551,524,262,227,20,0,0,0,0
552,524,261,227,20,0,0,0,0
554,524,262,228,22,0,1,0,0
555,525,264,227,23,0,0,0,0
554,526,263,228,23,0,0,0,0
562,539,260,216,17,0,0,0,0
561,539,261,218,0,0,0,0,0
554,540,262,234,0,0,1,0,0
557,539,271,233,7,0,0,0,0
564,542,277,234,6,0,0,0,0
567,536,271,226,0,0,0,0,0
572,535,270,234,6,0,0,0,0
560,530,274,233,0,0,2,0,0
570,537,277,233,0,0,4,0,0
573,535,214,185,0,0,0,0,0
560,530,241,218,0,0,7,6,0
556,523,249,230,0,1,2,0,0
565,528,262,240,0,0,0,0,0
566,531,267,243,0,0,0,0,0
568,531,270,245,0,0,0,0,0
567,532,271,246,0,0,0,0,0
569,533,273,248,0,0,0,0,0
573,537,270,250,0,0,0,0,0
562,546,269,244,0,0,0,0,0
564,532,272,251,0,0,0,0,0
547,527,258,240,0,0,0,0,0
547,527,272,243,0,0,0,0,0
549,525,272,245,0,0,0,0,0
553,526,277,248,0,0,0,0,0
555,528,278,247,0,0,0,0,0
556,528,279,250,0,0,0,1,0
556,527,278,250,0,0,0,0,0
560,535,280,252,0,0,0,2,0
561,538,281,252,0,0,0,0,0
561,535,284,254,0,0,0,0,0
563,535,285,255,0,0,0,0,0
564,536,286,256,0,0,0,0,0
564,535,286,254,0,0,0,0,0
565,531,283,245,0,0,1,0,0
566,533,287,252,0,0,0,0,0
566,534,289,255,0,0,0,0,0
567,535,291,256,0,0,0,0,0
568,536,291,257,0,0,0,1,0
568,537,291,258,0,0,0,0,0
568,536,292,259,0,0,0,0,0
569,537,292,260,0,0,0,0,0
569,537,293,260,0,0,0,1,0
568,536,291,259,0,0,0,0,0
569,538,294,261,0,0,2,1,0
569,538,294,261,0,0,0,0,0
571,539,294,261,0,0,0,0,0
570,538,294,261,0,0,0,0,0
570,538,295,261,0,0,0,0,0
571,538,294,263,0,0,0,0,0
571,538,293,263,0,0,0,0,0
571,539,294,264,0,0,1,0,0
571,539,295,263,0,0,0,0,0
568,529,285,260,0,0,0,0,0
534,536,284,220,0,0,0,0,0
528,494,264,225,0,0,0,0,0
545,501,263,239,0,0,0,0,0
547,510,274,242,0,0,0,0,0
550,513,278,245,0,0,0,0,0
553,515,280,246,0,0,0,0,0
554,516,282,248,0,0,0,0,0
555,517,283,248,0,0,0,0,0
556,517,282,249,0,0,0,0,0
557,519,284,249,0,1,0,0,0
558,519,284,250,0,0,0,0,0
559,520,285,251,0,0,0,0,0
577,505,279,247,0,0,0,0,0
549,517,275,252,0,0,0,0,0
550,519,284,252,0,0,0,0,0
552,520,284,252,0,0,0,0,0
553,521,281,253,0,0,0,0,0
554,522,283,252,0,0,0,0,0
553,522,283,251,0,0,0,0,0
553,527,280,235,0,0,0,0,0
550,526,277,238,0,0,0,0,0
554,526,279,242,0,0,0,0,0
554,527,281,243,0,0,0,0,0
555,530,279,245,0,0,0,0,0
555,537,276,238,0,0,0,0,0
547,539,271,246,0,0,0,0,0
554,536,283,246,0,0,2,0,0
553,528,275,236,0,0,0,0,0
560,516,275,234,0,0,0,0,0
567,521,281,242,0,0,0,0,0
569,523,279,243,0,0,2,0,0
571,527,282,243,0,0,0,0,0
540,534,288,245,0,0,2,0,0
544,533,290,247,0,0,0,0,0
549,534,293,250,0,0,0,0,0
552,536,296,252,0,0,0,0,0
554,554,215,148,7,0,1,0,0
460,419,243,278,0,0,0,0,1
484,442,292,310,0,0,0,0,1
514,468,225,263,0,0,0,0,1
481,459,199,205,0,0,0,1,1
506,528,123,145,0,0,0,0,1
498,517,122,158,0,0,0,0,1
637,626,218,252,0,0,0,0,1
608,593,234,264,0,0,0,0,1
563,567,249,287,0,0,0,0,1
520,573,256,273,0,0,0,0,1
483,467,248,264,0,0,0,0,1
449,434,242,283,0,0,0,0,1
460,443,252,290,0,0,0,0,1
470,449,260,292,0,0,0,0,1
456,437,259,295,0,1,0,0,1
462,443,258,297,0,0,0,0,1
466,447,261,299,0,0,0,1,1
462,443,252,297,0,0,0,0,1
470,447,256,301,0,0,0,0,1
470,449,261,302,0,0,0,0,1
471,451,262,304,0,0,0,0,1
467,450,262,305,0,1,0,0,1
473,454,262,305,0,0,1,0,1
473,455,261,307,0,0,0,0,1
473,457,262,306,0,0,0,0,1
472,454,259,309,0,0,0,0,1
475,456,264,308,0,0,0,0,1
475,456,261,310,0,0,0,0,1
478,457,251,312,0,0,0,0,1
480,457,257,311,0,1,0,0,1
475,454,254,311,0,0,0,0,1
475,452,240,309,0,0,0,0,1
478,455,245,311,0,0,0,0,1
478,454,245,311,0,0,0,0,1
478,453,244,312,0,0,0,0,1
482,456,249,314,0,0,0,0,1
482,458,250,315,0,0,0,0,1
481,455,248,316,0,0,0,0,1
482,460,250,316,0,0,0,0,1
482,464,249,316,0,0,0,0,1
481,471,249,318,0,0,0,0,1
472,450,246,311,0,0,0,0,1
479,457,253,315,0,0,0,0,1
484,459,256,317,0,0,0,0,1
486,461,259,318,0,0,0,0,1
487,463,261,320,0,0,0,0,1
485,459,258,320,0,0,0,1,1
484,458,256,321,0,0,0,0,1
485,460,258,322,0,0,0,0,1
480,457,255,320,0,1,0,0,1
483,461,258,321,0,0,0,0,1
485,463,261,322,0,0,0,0,1
487,464,262,324,0,0,0,0,1
489,465,261,324,0,0,0,0,1
488,461,263,325,0,0,0,0,1
490,462,264,327,0,0,0,0,1
487,458,259,324,0,0,1,0,1
490,461,261,326,0,0,0,0,1
483,462,239,318,0,0,0,0,1
473,442,252,314,0,0,0,0,1
486,445,260,322,0,0,1,0,1
488,448,262,321,0,0,0,0,1
496,526,259,325,0,0,0,0,1
522,543,303,330,0,0,0,0,1
475,455,296,334,0,0,2,0,1
472,477,292,319,0,0,0,0,1
451,490,288,317,0,0,0,0,1
453,493,289,321,0,0,0,0,1
462,442,299,326,0,0,0,0,1
468,445,300,329,0,0,0,0,1
470,444,298,332,0,0,0,1,1
470,449,304,332,0,0,0,1,1
468,456,307,331,0,0,0,0,1
468,459,309,331,0,0,0,0,1
461,459,268,318,0,1,0,2,1
467,449,300,327,0,0,0,0,1
470,451,296,323,0,0,0,0,1
471,457,304,331,0,0,0,0,1
472,455,308,333,0,0,0,0,1
468,448,299,323,0,0,0,0,1
473,450,299,328,0,0,0,0,1
471,451,295,325,0,0,0,1,1
473,454,295,328,0,0,0,0,1
474,453,288,326,0,0,0,0,1
474,452,279,330,0,0,0,0,1
477,455,289,331,0,0,0,0,1
478,456,292,332,0,0,0,0,1
479,454,293,333,0,0,0,0,1
478,456,291,332,0,0,0,0,1
480,450,262,316,0,0,0,0,1
480,452,278,326,0,0,0,0,1
479,453,283,329,0,0,1,1,1
480,454,287,331,0,0,0,0,1
480,454,289,333,0,0,0,0,1
482,455,291,334,0,0,0,1,1
483,468,274,292,0,0,0,0,1
488,470,207,243,0,0,0,0,1
608,647,251,285,0,0,0,0,1
503,585,187,248,0,0,0,0,1
493,463,208,252,0,0,0,0,1
496,465,217,261,0,0,0,0,1
